,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
53,0 days 02:06:58.966000,VER,1,74.878,54.0,3.0,,,0 days 00:00:20.866000,0 days 00:00:23.686000,0 days 00:00:30.326000,0 days 02:06:04.963000,0 days 02:06:28.649000,0 days 02:06:58.975000,251.0,286.0,285.0,311.0,True,HARD,17.0,True,Red Bull Racing,0 days 02:05:44.088000,2025-06-15 19:10:49.143,1,2.0,False,,False,True
54,0 days 02:08:13.713000,VER,1,74.747,55.0,3.0,,,0 days 00:00:20.909000,0 days 00:00:23.668000,0 days 00:00:30.170000,0 days 02:07:19.884000,0 days 02:07:43.552000,0 days 02:08:13.722000,,287.0,286.0,312.0,True,HARD,18.0,True,Red Bull Racing,0 days 02:06:58.966000,2025-06-15 19:12:04.021,1,2.0,False,,False,True
55,0 days 02:09:28.145000,VER,1,74.432,56.0,3.0,,,0 days 00:00:20.888000,0 days 00:00:23.805000,0 days 00:00:29.739000,0 days 02:08:34.610000,0 days 02:08:58.415000,0 days 02:09:28.154000,253.0,287.0,297.0,331.0,True,HARD,19.0,True,Red Bull Racing,0 days 02:08:13.713000,2025-06-15 19:13:18.768,1,2.0,False,,False,True
56,0 days 02:10:42.702000,VER,1,74.557,57.0,3.0,,,0 days 00:00:20.871000,0 days 00:00:23.800000,0 days 00:00:29.886000,0 days 02:09:49.025000,0 days 02:10:12.825000,0 days 02:10:42.711000,254.0,286.0,295.0,334.0,False,HARD,20.0,True,Red Bull Racing,0 days 02:09:28.145000,2025-06-15 19:14:33.200,1,2.0,False,,False,True
57,0 days 02:11:57.655000,VER,1,74.953,58.0,3.0,,,0 days 00:00:20.949000,0 days 00:00:23.789000,0 days 00:00:30.215000,0 days 02:11:03.660000,0 days 02:11:27.449000,0 days 02:11:57.664000,251.0,285.0,285.0,311.0,False,HARD,21.0,True,Red Bull Racing,0 days 02:10:42.702000,2025-06-15 19:15:47.757,1,2.0,False,,False,True
58,0 days 02:13:12.389000,VER,1,74.734,59.0,3.0,,,0 days 00:00:20.839000,0 days 00:00:23.739000,0 days 00:00:30.156000,0 days 02:12:18.503000,0 days 02:12:42.242000,0 days 02:13:12.398000,250.0,285.0,284.0,312.0,False,HARD,22.0,True,Red Bull Racing,0 days 02:11:57.655000,2025-06-15 19:17:02.710,1,2.0,False,,False,True
59,0 days 02:14:27.075000,VER,1,74.686,60.0,3.0,,,0 days 00:00:20.842000,0 days 00:00:23.703000,0 days 00:00:30.141000,0 days 02:13:33.240000,0 days 02:13:56.943000,0 days 02:14:27.084000,249.0,286.0,285.0,311.0,False,HARD,23.0,True,Red Bull Racing,0 days 02:13:12.389000,2025-06-15 19:18:17.444,1,2.0,False,,False,True
60,0 days 02:15:41.566000,VER,1,74.491,61.0,3.0,,,0 days 00:00:20.789000,0 days 00:00:23.632000,0 days 00:00:30.070000,0 days 02:14:47.873000,0 days 02:15:11.505000,0 days 02:15:41.575000,253.0,285.0,285.0,312.0,False,HARD,24.0,True,Red Bull Racing,0 days 02:14:27.075000,2025-06-15 19:19:32.130,1,2.0,False,,False,True
61,0 days 02:16:55.853000,VER,1,74.287,62.0,3.0,,,0 days 00:00:20.744000,0 days 00:00:23.535000,0 days 00:00:30.008000,0 days 02:16:02.319000,0 days 02:16:25.854000,0 days 02:16:55.862000,256.0,286.0,286.0,312.0,True,HARD,25.0,True,Red Bull Racing,0 days 02:15:41.566000,2025-06-15 19:20:46.621,1,2.0,False,,False,True
62,0 days 02:18:10.206000,VER,1,74.353,63.0,3.0,,,0 days 00:00:20.727000,0 days 00:00:23.591000,0 days 00:00:30.035000,0 days 02:17:16.589000,0 days 02:17:40.180000,0 days 02:18:10.215000,254.0,285.0,285.0,312.0,False,HARD,26.0,True,Red Bull Racing,0 days 02:16:55.853000,2025-06-15 19:22:00.908,1,2.0,False,,False,True
63,0 days 02:19:24.610000,VER,1,74.404,64.0,3.0,,,0 days 00:00:20.770000,0 days 00:00:23.558000,0 days 00:00:30.076000,0 days 02:18:30.985000,0 days 02:18:54.543000,0 days 02:19:24.619000,256.0,286.0,285.0,312.0,False,HARD,27.0,True,Red Bull Racing,0 days 02:18:10.206000,2025-06-15 19:23:15.261,1,2.0,False,,False,True
64,0 days 02:20:39.235000,VER,1,74.625,65.0,3.0,,,0 days 00:00:20.809000,0 days 00:00:23.647000,0 days 00:00:30.169000,0 days 02:19:45.428000,0 days 02:20:09.075000,0 days 02:20:39.244000,253.0,285.0,285.0,311.0,False,HARD,28.0,True,Red Bull Racing,0 days 02:19:24.610000,2025-06-15 19:24:29.665,1,2.0,False,,False,True
65,0 days 02:21:53.629000,VER,1,74.394,66.0,3.0,,,0 days 00:00:20.699000,0 days 00:00:23.494000,0 days 00:00:30.201000,0 days 02:20:59.943000,0 days 02:21:23.437000,0 days 02:21:53.638000,259.0,285.0,285.0,310.0,False,HARD,29.0,True,Red Bull Racing,0 days 02:20:39.235000,2025-06-15 19:25:44.290,1,2.0,False,,False,True
66,0 days 02:23:37.107000,VER,1,103.478,67.0,3.0,,0 days 02:23:20.428000,0 days 00:00:20.816000,0 days 00:00:31.604000,0 days 00:00:51.058000,0 days 02:22:14.454000,0 days 02:22:46.058000,0 days 02:23:37.116000,260.0,195.0,,154.0,False,HARD,30.0,True,Red Bull Racing,0 days 02:21:53.629000,2025-06-15 19:26:58.684,124,2.0,False,,False,False
67,0 days 02:25:42.383000,VER,1,125.276,68.0,4.0,0 days 02:23:38.616000,0 days 02:25:24.736000,0 days 00:00:29.937000,0 days 00:00:32.750000,0 days 00:01:02.589000,0 days 02:24:07.053000,0 days 02:24:39.803000,0 days 02:25:42.392000,250.0,187.0,,99.0,False,HARD,31.0,False,Red Bull Racing,0 days 02:23:37.107000,2025-06-15 19:28:42.162,4,2.0,False,,False,False
